testing_set_index	precision	recall	F1	MCC	AUC	fungal_FP	bacterial_FP	viral_FN	toolcombo	numtools
5	0.7165021156558533	0.508	0.5944997074312464	0.5661913219681906	0.7424	0	6304	492	0 0 0 1 0 0	1
5	0.7165021156558533	0.508	0.5944997074312464	0.5661913219681906	0.7424	0	6304	492	0 1 0 1 0 0	2
6	0.5842391304347826	0.645	0.6131178707224334	0.5666020363849991	0.9099	154	6074	355	1 0 0 0 0 1	2
6	0.5842391304347826	0.645	0.6131178707224334	0.5666020363849991	0.9099	154	6074	355	1 1 0 0 0 1	3
7	0.6408839779005525	0.58	0.6089238845144357	0.5669836891563703	0.8982	0	6188	420	1 0 0 0 0 0	1
7	0.6408839779005525	0.58	0.6089238845144357	0.5669836891563703	0.8982	0	6188	420	1 1 0 0 0 0	2
5	0.64293659621802	0.578	0.6087414428646656	0.5670757730935031	0.8963	0	6194	422	1 0 0 0 0 0	1
5	0.64293659621802	0.578	0.6087414428646656	0.5670757730935031	0.8963	0	6194	422	1 1 0 0 0 0	2
9	0.7271407837445574	0.501	0.5932504440497336	0.5671718010325068	0.7396	0	6303	499	0 0 0 1 0 0	1
9	0.7271407837445574	0.501	0.5932504440497336	0.5671718010325068	0.7396	0	6303	499	0 1 0 1 0 0	2
3	0.7316715542521994	0.499	0.5933412604042807	0.5682243665454298	0.7389	0	6326	501	0 0 0 1 0 0	1
3	0.7316715542521994	0.499	0.5933412604042807	0.5682243665454298	0.7389	0	6326	501	0 1 0 1 0 0	2
3	0.9227053140096618	0.382	0.5403111739745403	0.5689576959053466	0.754	153	6463	618	0 0 1 0 0 0	1
3	0.9227053140096618	0.382	0.5403111739745403	0.5689576959053466	0.754	153	6463	618	0 1 1 0 0 0	2
9	0.6415300546448087	0.587	0.6130548302872062	0.5710913832906344	0.9047	0	6166	413	1 0 0 0 0 0	1
9	0.6415300546448087	0.587	0.6130548302872062	0.5710913832906344	0.9047	0	6166	413	1 1 0 0 0 0	2
7	0.7258522727272727	0.511	0.5997652582159625	0.5726328036059626	0.7993	0	6305	489	0 0 0 1 0 1	2
7	0.7258522727272727	0.511	0.5997652582159625	0.5726328036059626	0.7993	0	6305	489	0 1 0 1 0 1	3
1	0.9080459770114943	0.395	0.5505226480836236	0.5734059693320978	0.8307	160	6444	605	0 0 1 0 0 1	2
1	0.9080459770114943	0.395	0.5505226480836236	0.5734059693320978	0.8307	160	6444	605	0 1 1 0 0 1	3
5	0.5962962962962963	0.644	0.6192307692307694	0.5737511834988027	0.9091	0	6104	356	1 0 0 0 0 1	2
5	0.5962962962962963	0.644	0.6192307692307694	0.5737511834988027	0.9091	0	6104	356	1 1 0 0 0 1	3
4	0.7496206373292867	0.494	0.595539481615431	0.5737592723752377	0.73740000000000006	0	6321	506	0 0 0 1 0 0	1
4	0.7496206373292867	0.494	0.595539481615431	0.5737592723752377	0.73740000000000006	0	6321	506	0 1 0 1 0 0	2
4	0.8803418803418803	0.412	0.5613079019073569	0.57529717557055	0.8426	159	6435	588	0 0 1 0 0 1	2
4	0.8803418803418803	0.412	0.5613079019073569	0.57529717557055	0.8426	159	6435	588	0 1 1 0 0 1	3
1	0.6511111111111111	0.586	0.6168421052631579	0.5760321015838982	0.8992	0	6180	414	1 0 0 0 0 0	1
1	0.6511111111111111	0.586	0.6168421052631579	0.5760321015838982	0.8992	0	6180	414	1 1 0 0 0 0	2
2	0.6313603322949117	0.608	0.6194600101884871	0.5763824155819401	0.8992	0	6166	392	1 0 0 1 0 0	2
2	0.6313603322949117	0.608	0.6194600101884871	0.5763824155819401	0.8992	0	6166	392	1 1 0 1 0 0	3
9	0.5950639853747715	0.651	0.6217765042979942	0.5764422436010135	0.9108	0	6078	349	1 0 0 0 0 1	2
9	0.5950639853747715	0.651	0.6217765042979942	0.5764422436010135	0.9108	0	6078	349	1 1 0 0 0 1	3
8	0.7170068027210884	0.527	0.607492795389049	0.5777966346604667	0.8064	0	6298	473	0 0 0 1 0 1	2
8	0.7170068027210884	0.527	0.607492795389049	0.5777966346604667	0.8064	0	6298	473	0 1 0 1 0 1	3
1	0.9227166276346604	0.394	0.5522074281709881	0.5782206842489875	0.7508	160	6450	606	0 0 1 0 0 0	1
1	0.9227166276346604	0.394	0.5522074281709881	0.5782206842489875	0.7508	160	6450	606	0 1 1 0 0 0	2
4	0.6404255319148936	0.602	0.6206185567010309	0.5785165842625352	0.9028	0	6160	398	1 0 0 1 0 0	2
4	0.6404255319148936	0.602	0.6206185567010309	0.5785165842625352	0.9028	0	6160	398	1 1 0 1 0 0	3
7	0.5940325497287523	0.657	0.623931623931624	0.5788173290751542	0.9082	0	6093	343	1 0 0 0 0 1	2
7	0.5940325497287523	0.657	0.623931623931624	0.5788173290751542	0.9082	0	6093	343	1 1 0 0 0 1	3
7	0.75920245398773	0.495	0.5992736077481841	0.5789419400206396	0.7384	0	6339	505	0 0 0 1 0 0	1
7	0.75920245398773	0.495	0.5992736077481841	0.5789419400206396	0.7384	0	6339	505	0 1 0 1 0 0	2
4	0.5851528384279476	0.67	0.6247086247086248	0.5795985363573463	0.9107	171	6055	330	1 0 0 1 0 1	3
4	0.5851528384279476	0.67	0.6247086247086248	0.5795985363573463	0.9107	171	6055	330	1 1 0 1 0 1	4
8	0.6458557588805167	0.6	0.6220839813374804	0.5805793471519168	0.9001	0	6189	400	1 0 0 0 0 0	1
8	0.6458557588805167	0.6	0.6220839813374804	0.5805793471519168	0.9001	0	6189	400	1 1 0 0 0 0	2
9	0.9193548387096774	0.399	0.5564853556485355	0.5807438094309844	0.836	155	6445	601	0 0 1 0 0 1	2
9	0.9193548387096774	0.399	0.5564853556485355	0.5807438094309844	0.836	155	6445	601	0 1 1 0 0 1	3
4	0.8956521739130435	0.412	0.5643835616438356	0.5813508307101828	0.7633	159	6442	588	0 0 1 0 0 0	1
4	0.8956521739130435	0.412	0.5643835616438356	0.5813508307101828	0.7633	159	6442	588	0 1 1 0 0 0	2
1	0.6012891344383057	0.653	0.62607861936721	0.5813849393661642	0.9105	173	6089	347	1 0 0 0 0 1	2
1	0.6012891344383057	0.653	0.62607861936721	0.5813849393661642	0.9105	173	6089	347	1 1 0 0 0 1	3
9	0.748159057437408	0.508	0.6051220964860036	0.5817037145551884	0.9428	155	6309	492	0 0 1 0 1 1	3
9	0.748159057437408	0.508	0.6051220964860036	0.5817037145551884	0.9428	155	6309	492	0 1 1 0 1 1	4
9	0.9295774647887324	0.396	0.5553997194950911	0.5823259446789979	0.7463	155	6449	604	0 0 1 0 0 0	1
9	0.9295774647887324	0.396	0.5553997194950911	0.5823259446789979	0.7463	155	6449	604	0 1 1 0 0 0	2
3	0.6335721596724667	0.619	0.6262013151239252	0.5835424938875555	0.8985	0	6165	381	1 0 0 1 0 0	2
3	0.6335721596724667	0.619	0.6262013151239252	0.5835424938875555	0.8985	0	6165	381	1 1 0 1 0 0	3
8	0.7424460431654676	0.516	0.6088495575221239	0.5838529781490801	0.7476	0	6325	484	0 0 0 1 0 0	1
8	0.7424460431654676	0.516	0.6088495575221239	0.5838529781490801	0.7476	0	6325	484	0 1 0 1 0 0	2
3	0.5853448275862069	0.679	0.6287037037037037	0.5841751262064709	0.9093	0	6070	321	1 0 0 1 0 1	3
3	0.5853448275862069	0.679	0.6287037037037037	0.5841751262064709	0.9093	0	6070	321	1 1 0 1 0 1	4
2	0.5867697594501718	0.683	0.6312384473197783	0.5869652101206775	0.9117	0	6070	317	1 0 0 1 0 1	3
2	0.5867697594501718	0.683	0.6312384473197783	0.5869652101206775	0.9117	0	6070	317	1 1 0 1 0 1	4
2	0.9008620689655172	0.418	0.5710382513661202	0.5878198686568104	0.8396	143	6447	582	0 0 1 0 0 1	2
2	0.9008620689655172	0.418	0.5710382513661202	0.5878198686568104	0.8396	143	6447	582	0 1 1 0 0 1	3
6	0.7415254237288136	0.525	0.6147540983606559	0.588807221238644	0.8051	0	6311	475	0 0 0 1 0 1	2
6	0.7415254237288136	0.525	0.6147540983606559	0.588807221238644	0.8051	0	6311	475	0 1 0 1 0 1	3
6	0.6368260427263479	0.626	0.6313666162380233	0.5890226404954092	0.9042	0	6149	374	1 0 0 1 0 0	2
6	0.6368260427263479	0.626	0.6313666162380233	0.5890226404954092	0.9042	0	6149	374	1 1 0 1 0 0	3
1	0.7510853835021708	0.519	0.6138379657007688	0.5899179240345496	0.8011	0	6311	481	0 0 0 1 0 1	2
1	0.7510853835021708	0.519	0.6138379657007688	0.5899179240345496	0.8011	0	6311	481	0 1 0 1 0 1	3
9	0.7755417956656346	0.501	0.6087484811664642	0.5904198520879547	0.9232	155	6334	499	0 0 1 0 1 0	2
9	0.7755417956656346	0.501	0.6087484811664642	0.5904198520879547	0.9232	155	6334	499	0 1 1 0 1 0	3
6	0.7626865671641792	0.511	0.6119760479041916	0.5905417094205029	0.7463	0	6334	489	0 0 0 1 0 0	1
6	0.7626865671641792	0.511	0.6119760479041916	0.5905417094205029	0.7463	0	6334	489	0 1 0 1 0 0	2
3	0.7776049766718507	0.5	0.6086427267194157	0.5908136749179109	0.9438	153	6354	500	0 0 1 0 1 1	3
3	0.7776049766718507	0.5	0.6086427267194157	0.5908136749179109	0.9438	153	6354	500	0 1 1 0 1 1	4
9	0.6404494382022472	0.627	0.6336533602829711	0.5917172734423474	0.9098	0	6147	373	1 0 0 1 0 0	2
9	0.6404494382022472	0.627	0.6336533602829711	0.5917172734423474	0.9098	0	6147	373	1 1 0 1 0 0	3
7	0.6458982346832814	0.622	0.6337238920020377	0.5923028882857239	0.905	0	6177	378	1 0 0 1 0 0	2
7	0.6458982346832814	0.622	0.6337238920020377	0.5923028882857239	0.905	0	6177	378	1 1 0 1 0 0	3
2	0.9126637554585153	0.418	0.5733882030178327	0.5924612821333191	0.7561	143	6452	582	0 0 1 0 0 0	1
2	0.9126637554585153	0.418	0.5733882030178327	0.5924612821333191	0.7561	143	6452	582	0 1 1 0 0 0	2
8	0.9126637554585153	0.418	0.5733882030178327	0.5924864806058988	0.8458	150	6453	582	0 0 1 0 0 1	2
8	0.9126637554585153	0.418	0.5733882030178327	0.5924864806058988	0.8458	150	6453	582	0 1 1 0 0 1	3
1	0.753956834532374	0.524	0.6182890855457227	0.5943804128640883	0.9409	160	6314	476	0 0 1 0 1 1	3
1	0.753956834532374	0.524	0.6182890855457227	0.5943804128640883	0.9409	160	6314	476	0 1 1 0 1 1	4
5	0.6450617283950617	0.627	0.6359026369168357	0.5944642429817576	0.9033	0	6174	373	1 0 0 1 0 0	2
5	0.6450617283950617	0.627	0.6359026369168357	0.5944642429817576	0.9033	0	6174	373	1 1 0 1 0 0	3
9	0.5973913043478261	0.687	0.6390697674418605	0.5957710053934091	0.9159	0	6063	313	1 0 0 1 0 1	3
9	0.5973913043478261	0.687	0.6390697674418605	0.5957710053934091	0.9159	0	6063	313	1 1 0 1 0 1	4
3	0.8	0.492	0.6092879256965944	0.5960826195583432	0.9303	153	6373	508	0 0 1 0 1 0	2
3	0.8	0.492	0.6092879256965944	0.5960826195583432	0.9303	153	6373	508	0 1 1 0 1 0	3
6	0.5938303341902313	0.693	0.6395939086294417	0.5963892517368159	0.9176	154	6063	307	1 0 0 1 0 1	3
6	0.5938303341902313	0.693	0.6395939086294417	0.5963892517368159	0.9176	154	6063	307	1 1 0 1 0 1	4
8	0.6058981233243967	0.678	0.639924492685229	0.5967676409400389	0.9126	0	6107	322	1 0 0 0 0 1	2
8	0.6058981233243967	0.678	0.639924492685229	0.5967676409400389	0.9126	0	6107	322	1 1 0 0 0 1	3
5	0.6028243601059136	0.683	0.6404125644631975	0.5973042683898415	0.9142	0	6094	317	1 0 0 1 0 1	3
5	0.6028243601059136	0.683	0.6404125644631975	0.5973042683898415	0.9142	0	6094	317	1 1 0 1 0 1	4
2	0.7482517482517482	0.535	0.6239067055393587	0.5982122367903586	0.9435	143	6313	465	0 0 1 0 1 1	3
2	0.7482517482517482	0.535	0.6239067055393587	0.5982122367903586	0.9435	143	6313	465	0 1 1 0 1 1	4
8	0.6446700507614214	0.635	0.6397984886649875	0.5984426514539819	0.9073	0	6171	365	1 0 0 1 0 0	2
8	0.6446700507614214	0.635	0.6397984886649875	0.5984426514539819	0.9073	0	6171	365	1 1 0 1 0 0	3
8	0.9308035714285714	0.417	0.5759668508287292	0.59879807511102	0.7618	150	6461	583	0 0 1 0 0 0	1
8	0.9308035714285714	0.417	0.5759668508287292	0.59879807511102	0.7618	150	6461	583	0 1 1 0 0 0	2
1	0.7822085889570553	0.51	0.6174334140435837	0.599276421040517	0.7468	0	6340	490	0 0 0 1 0 0	1
1	0.7822085889570553	0.51	0.6174334140435837	0.599276421040517	0.7468	0	6340	490	0 1 0 1 0 0	2
1	0.7692307692307693	0.52	0.6205250596658711	0.5993344197509165	0.924	160	6328	480	0 0 1 0 1 0	2
1	0.7692307692307693	0.52	0.6205250596658711	0.5993344197509165	0.924	160	6328	480	0 1 1 0 1 0	3
10	0.910828025477707	0.429	0.5832766825288919	0.5998922362836301	0.852	152	6450	571	0 0 1 0 0 1	2
10	0.910828025477707	0.429	0.5832766825288919	0.5998922362836301	0.852	152	6450	571	0 1 1 0 0 1	3
6	0.9923664122137404	0.39	0.5599425699928212	0.6007570385848295	0.8266	0	6466	610	0 0 1 0 0 1	2
6	0.9923664122137404	0.39	0.5599425699928212	0.6007570385848295	0.8266	0	6466	610	0 1 1 0 0 1	3
7	0.601040763226366	0.693	0.6437529029261495	0.6010967105301486	0.9141	0	6087	307	1 0 0 1 0 1	3
7	0.601040763226366	0.693	0.6437529029261495	0.6010967105301486	0.9141	0	6087	307	1 1 0 1 0 1	4
6	0.9948979591836735	0.39	0.560344827586207	0.601669359804345	0.7302	0	6467	610	0 0 1 0 0 0	1
6	0.9948979591836735	0.39	0.560344827586207	0.601669359804345	0.7302	0	6467	610	0 1 1 0 0 0	2
1	0.6572622779519331	0.629	0.6428206438426162	0.6026389632266437	0.9089	0	6170	371	1 0 0 1 0 0	2
1	0.6572622779519331	0.629	0.6428206438426162	0.6026389632266437	0.9089	0	6170	371	1 1 0 1 0 0	3
2	0.7674418604651163	0.528	0.6255924170616114	0.6033717554167128	0.9233	143	6332	472	0 0 1 0 1 0	2
2	0.7674418604651163	0.528	0.6255924170616114	0.6033717554167128	0.9233	143	6332	472	0 1 1 0 1 0	3
5	0.9206008583690987	0.429	0.5852660300136425	0.603766515003755	0.8499	152	6458	571	0 0 1 0 0 1	2
5	0.9206008583690987	0.429	0.5852660300136425	0.603766515003755	0.8499	152	6458	571	0 1 1 0 0 1	3
1	0.6088105726872247	0.691	0.6473067915690867	0.6050792811709829	0.9191	173	6082	309	1 0 0 1 0 1	3
1	0.6088105726872247	0.691	0.6473067915690867	0.6050792811709829	0.9191	173	6082	309	1 1 0 1 0 1	4
10	0.9245689655172413	0.429	0.5860655737704917	0.6053249448785546	0.7745	152	6456	571	0 0 1 0 0 0	1
10	0.9245689655172413	0.429	0.5860655737704917	0.6053249448785546	0.7745	152	6456	571	0 1 1 0 0 0	2
5	0.9323144104803494	0.427	0.5857338820301783	0.6068808008498453	0.7714	152	6463	573	0 0 1 0 0 0	1
5	0.9323144104803494	0.427	0.5857338820301783	0.6068808008498453	0.7714	152	6463	573	0 1 1 0 0 0	2
7	0.9182389937106918	0.438	0.5930941096817874	0.6094448677963594	0.8485	160	6444	562	0 0 1 0 0 1	2
7	0.9182389937106918	0.438	0.5930941096817874	0.6094448677963594	0.8485	160	6444	562	0 1 1 0 0 1	3
4	0.7761627906976745	0.534	0.6327014218009479	0.6113315803068999	0.9501	159	6338	466	0 0 1 0 1 1	3
4	0.7761627906976745	0.534	0.6327014218009479	0.6113315803068999	0.9501	159	6338	466	0 1 1 0 1 1	4
7	0.9313304721030042	0.434	0.592087312414734	0.6116925282494238	0.7713	160	6450	566	0 0 1 0 0 0	1
7	0.9313304721030042	0.434	0.592087312414734	0.6116925282494238	0.7713	160	6450	566	0 1 1 0 0 0	2
8	0.6070205479452054	0.709	0.6540590405904059	0.6128228374637522	0.9181	0	6091	291	1 0 0 1 0 1	3
8	0.6070205479452054	0.709	0.6540590405904059	0.6128228374637522	0.9181	0	6091	291	1 1 0 1 0 1	4
6	0.9434782608695652	0.434	0.5945205479452055	0.6164280175018152	0.9492	0	6443	566	0 0 1 0 1 1	3
6	0.9434782608695652	0.434	0.5945205479452055	0.6164280175018152	0.9492	0	6443	566	0 1 1 0 1 1	4
4	0.7996987951807228	0.531	0.6382211538461537	0.6207657987183274	0.9379	159	6357	469	0 0 1 0 1 0	2
4	0.7996987951807228	0.531	0.6382211538461537	0.6207657987183274	0.9379	159	6357	469	0 1 1 0 1 0	3
3	0.8918406072106262	0.47	0.6155861165684348	0.6215520324643362	0.9162	153	6440	530	0 0 1 1 0 1	3
3	0.8918406072106262	0.47	0.6155861165684348	0.6215520324643362	0.9162	153	6440	530	0 1 1 1 0 1	4
6	0.9859154929577465	0.42	0.5890603085553997	0.6220432197156416	0.9555	0	6463	580	1 0 1 0 0 0	2
6	0.9859154929577465	0.42	0.5890603085553997	0.6220432197156416	0.9555	0	6463	580	1 1 1 0 0 0	3
7	0.7692307692307693	0.56	0.6481481481481483	0.6237608972512286	0.9452	160	6316	440	0 0 1 0 1 1	3
7	0.7692307692307693	0.56	0.6481481481481483	0.6237608972512286	0.9452	160	6316	440	0 1 1 0 1 1	4
10	0.7743732590529248	0.556	0.6472642607683354	0.6238992271379779	0.9469	152	6332	444	0 0 1 0 1 1	3
10	0.7743732590529248	0.556	0.6472642607683354	0.6238992271379779	0.9469	152	6332	444	0 1 1 0 1 1	4
3	0.8851851851851852	0.478	0.6207792207792208	0.624303715149813	0.9412	153	6434	522	1 0 1 0 0 0	2
3	0.8851851851851852	0.478	0.6207792207792208	0.624303715149813	0.9412	153	6434	522	1 1 1 0 0 0	3
6	0.9929577464788732	0.423	0.5932678821879382	0.6270102480987144	0.9144	0	6466	577	0 0 1 1 0 1	3
6	0.9929577464788732	0.423	0.5932678821879382	0.6270102480987144	0.9144	0	6466	577	0 1 1 1 0 1	4
6	0.9952830188679245	0.422	0.5926966292134831	0.6271046369908317	0.895	0	6467	578	0 0 1 1 0 0	2
6	0.9952830188679245	0.422	0.5926966292134831	0.6271046369908317	0.895	0	6467	578	0 1 1 1 0 0	3
3	0.905587668593449	0.47	0.618828176431863	0.6273003884285974	0.8981	153	6447	530	0 0 1 1 0 0	2
3	0.905587668593449	0.47	0.618828176431863	0.6273003884285974	0.8981	153	6447	530	0 1 1 1 0 0	3
3	0.752258064516129	0.583	0.6569014084507041	0.6288612218990589	0.9472	153	6332	417	1 0 1 0 0 1	3
3	0.752258064516129	0.583	0.6569014084507041	0.6288612218990589	0.9472	153	6332	417	1 1 1 0 0 1	4
10	0.7965116279069767	0.548	0.6492890995260663	0.6298306924177872	0.9306	152	6352	452	0 0 1 0 1 0	2
10	0.7965116279069767	0.548	0.6492890995260663	0.6298306924177872	0.9306	152	6352	452	0 1 1 0 1 0	3
6	0.9862700228832952	0.431	0.5998608211551844	0.6306538768029507	0.9411	0	6463	569	0 0 1 0 1 0	2
6	0.9862700228832952	0.431	0.5998608211551844	0.6306538768029507	0.9411	0	6463	569	0 1 1 0 1 0	3
10	0.9080459770114943	0.474	0.6228646517739816	0.631118280658722	0.8883	152	6445	526	0 0 1 1 0 1	3
10	0.9080459770114943	0.474	0.6228646517739816	0.631118280658722	0.8883	152	6445	526	0 1 1 1 0 1	4
9	0.898876404494382	0.48	0.6258148631029986	0.6314520780518238	0.9191	155	6426	520	0 0 1 1 0 1	3
9	0.898876404494382	0.48	0.6258148631029986	0.6314520780518238	0.9191	155	6426	520	0 1 1 1 0 1	4
7	0.7936962750716332	0.554	0.6525323910482922	0.632166536205222	0.9294	160	6338	446	0 0 1 0 1 0	2
7	0.7936962750716332	0.554	0.6525323910482922	0.632166536205222	0.9294	160	6338	446	0 1 1 0 1 0	3
9	0.8862815884476535	0.491	0.631917631917632	0.6336760179845184	0.947	155	6416	509	1 0 1 0 0 0	2
9	0.8862815884476535	0.491	0.631917631917632	0.6336760179845184	0.947	155	6416	509	1 1 1 0 0 0	3
4	0.8662092624356775	0.505	0.6380290587492103	0.6344086496078214	0.9447	159	6412	495	1 0 1 0 0 0	2
4	0.8662092624356775	0.505	0.6380290587492103	0.6344086496078214	0.9447	159	6412	495	1 1 1 0 0 0	3
1	0.9026217228464419	0.482	0.6284224250325945	0.6344523540902703	0.9239	160	6432	518	0 0 1 1 0 1	3
1	0.9026217228464419	0.482	0.6284224250325945	0.6344523540902703	0.9239	160	6432	518	0 1 1 1 0 1	4
9	0.9089184060721063	0.479	0.6273739358218731	0.6349792576526373	0.8941	155	6431	521	0 0 1 1 0 0	2
9	0.9089184060721063	0.479	0.6273739358218731	0.6349792576526373	0.8941	155	6431	521	0 1 1 1 0 0	3
10	0.920388349514563	0.474	0.6257425742574257	0.6362487231872097	0.8381	152	6451	526	0 0 1 1 0 0	2
10	0.920388349514563	0.474	0.6257425742574257	0.6362487231872097	0.8381	152	6451	526	0 1 1 1 0 0	3
2	0.8827708703374778	0.497	0.635956493921945	0.6362488127538682	0.9467	143	6426	503	1 0 1 0 0 0	2
2	0.8827708703374778	0.497	0.635956493921945	0.6362488127538682	0.9467	143	6426	503	1 1 1 0 0 0	3
8	0.8093841642228738	0.552	0.6563614744351962	0.6385245128568762	0.9537	150	6365	448	0 0 1 0 1 1	3
8	0.8093841642228738	0.552	0.6563614744351962	0.6385245128568762	0.9537	150	6365	448	0 1 1 0 1 1	4
1	0.9144486692015209	0.481	0.6304062909567496	0.6387241051100685	0.9019	160	6438	519	0 0 1 1 0 0	2
1	0.9144486692015209	0.481	0.6304062909567496	0.6387241051100685	0.9019	160	6438	519	0 1 1 1 0 0	3
4	0.8797909407665505	0.505	0.6416772554002541	0.640388724577344	0.9229	159	6422	495	0 0 1 1 0 1	3
4	0.8797909407665505	0.505	0.6416772554002541	0.640388724577344	0.9229	159	6422	495	0 1 1 1 0 1	4
1	0.8894830659536542	0.499	0.6393337604099936	0.6405493046717027	0.9425	160	6421	501	1 0 1 0 0 0	2
1	0.8894830659536542	0.499	0.6393337604099936	0.6405493046717027	0.9425	160	6421	501	1 1 1 0 0 0	3
5	0.8071942446043165	0.561	0.6619469026548672	0.6430479734729306	0.9491	152	6361	439	0 0 1 0 1 1	3
5	0.8071942446043165	0.561	0.6619469026548672	0.6430479734729306	0.9491	152	6361	439	0 1 1 0 1 1	4
8	0.8272727272727273	0.546	0.6578313253012048	0.643276805755236	0.9403	150	6379	454	0 0 1 0 1 0	2
8	0.8272727272727273	0.546	0.6578313253012048	0.643276805755236	0.9403	150	6379	454	0 1 1 0 1 0	3
2	0.8948306595365418	0.502	0.6431774503523382	0.6448807121559974	0.9179	143	6434	498	0 0 1 1 0 1	3
2	0.8948306595365418	0.502	0.6431774503523382	0.6448807121559974	0.9179	143	6434	498	0 1 1 1 0 1	4
4	0.8920353982300885	0.504	0.6440894568690096	0.6450536497546961	0.9043	159	6429	496	0 0 1 1 0 0	2
4	0.8920353982300885	0.504	0.6440894568690096	0.6450536497546961	0.9043	159	6429	496	0 1 1 1 0 0	3
2	0.9043321299638989	0.501	0.6447876447876448	0.6482930790222465	0.8929	143	6439	499	0 0 1 1 0 0	2
2	0.9043321299638989	0.501	0.6447876447876448	0.6482930790222465	0.8929	143	6439	499	0 1 1 1 0 0	3
5	0.8208516886930984	0.559	0.6650803093396788	0.648390320245178	0.9324	152	6372	441	0 0 1 0 1 0	2
5	0.8208516886930984	0.559	0.6650803093396788	0.648390320245178	0.9324	152	6372	441	0 1 1 0 1 0	3
4	0.7552019583843329	0.617	0.6791414419372592	0.6501199140844679	0.9507	158	6318	383	1 0 1 0 0 1	3
4	0.7552019583843329	0.617	0.6791414419372592	0.6501199140844679	0.9507	158	6318	383	1 1 1 0 0 1	4
9	0.7670025188916877	0.609	0.6789297658862877	0.6516393453863714	0.9549	155	6321	391	1 0 1 0 0 1	3
9	0.7670025188916877	0.609	0.6789297658862877	0.6516393453863714	0.9549	155	6321	391	1 1 1 0 0 1	4
1	0.7719745222929937	0.606	0.6789915966386554	0.6524939512319649	0.9501	159	6332	394	1 0 1 0 0 1	3
1	0.7719745222929937	0.606	0.6789915966386554	0.6524939512319649	0.9501	159	6332	394	1 1 1 0 0 1	4
2	0.7766367137355584	0.605	0.6801573917931422	0.6542735433159717	0.9549	143	6347	395	1 0 1 0 0 1	3
2	0.7766367137355584	0.605	0.6801573917931422	0.6542735433159717	0.9549	143	6347	395	1 1 1 0 0 1	4
6	0.8647342995169082	0.537	0.662553979025293	0.6548255508557738	0.9576	0	6387	463	1 0 1 0 0 1	3
6	0.8647342995169082	0.537	0.662553979025293	0.6548255508557738	0.9576	0	6387	463	1 1 1 0 0 1	4
8	0.8853288364249579	0.525	0.6591337099811676	0.656238146847624	0.9503	150	6424	475	1 0 1 0 0 0	2
8	0.8853288364249579	0.525	0.6591337099811676	0.656238146847624	0.9503	150	6424	475	1 1 1 0 0 0	3
8	0.9095744680851063	0.513	0.6560102301790282	0.6587899335999715	0.9289	150	6442	487	0 0 1 1 0 1	3
8	0.9095744680851063	0.513	0.6560102301790282	0.6587899335999715	0.9289	150	6442	487	0 1 1 1 0 1	4
5	0.9121265377855887	0.519	0.661567877629063	0.6639825585053946	0.9297	152	6445	481	0 0 1 1 0 1	3
5	0.9121265377855887	0.519	0.661567877629063	0.6639825585053946	0.9297	152	6445	481	0 1 1 1 0 1	4
8	0.924187725631769	0.512	0.6589446589446589	0.6643987412249461	0.9055	150	6450	488	0 0 1 1 0 0	2
8	0.924187725631769	0.512	0.6589446589446589	0.6643987412249461	0.9055	150	6450	488	0 1 1 1 0 0	3
7	0.9108391608391608	0.521	0.6628498727735369	0.6647749809133708	0.925	160	6432	479	0 0 1 1 0 1	3
7	0.9108391608391608	0.521	0.6628498727735369	0.6647749809133708	0.925	160	6432	479	0 1 1 1 0 1	4
10	0.8901830282861897	0.535	0.6683322923173017	0.6650421117334181	0.9461	152	6426	465	1 0 1 0 0 0	2
10	0.8901830282861897	0.535	0.6683322923173017	0.6650421117334181	0.9461	152	6426	465	1 1 1 0 0 0	3
7	0.9215686274509803	0.517	0.6623959000640615	0.6667003357432768	0.9026	160	6438	483	0 0 1 1 0 0	2
7	0.9215686274509803	0.517	0.6623959000640615	0.6667003357432768	0.9026	160	6438	483	0 1 1 1 0 0	3
5	0.9217081850533808	0.518	0.6632522407170295	0.667450233534122	0.9085	152	6450	482	0 0 1 1 0 0	2
5	0.9217081850533808	0.518	0.6632522407170295	0.667450233534122	0.9085	152	6450	482	0 1 1 1 0 0	3
7	0.7829360100376411	0.624	0.6944908180300501	0.6686913914642503	0.9539	160	6338	376	1 0 1 0 0 1	3
7	0.7829360100376411	0.624	0.6944908180300501	0.6686913914642503	0.9539	160	6338	376	1 1 1 0 0 1	4
10	0.7780517879161529	0.631	0.6968525676421866	0.6702187835554989	0.9546	152	6342	369	1 0 1 0 0 1	3
10	0.7780517879161529	0.631	0.6968525676421866	0.6702187835554989	0.9546	152	6342	369	1 1 1 0 0 1	4
7	0.9037162162162162	0.535	0.672110552763819	0.6710690121382566	0.9461	160	6425	465	1 0 1 0 0 0	2
7	0.9037162162162162	0.535	0.672110552763819	0.6710690121382566	0.9461	160	6425	465	1 1 1 0 0 0	3
8	0.7830423940149626	0.628	0.6970033296337402	0.6710875845957495	0.9586	150	6346	372	1 0 1 0 0 1	3
8	0.7830423940149626	0.628	0.6970033296337402	0.6710875845957495	0.9586	150	6346	372	1 1 1 0 0 1	4
5	0.9023569023569024	0.536	0.6725219573400252	0.6711390017256211	0.9482	152	6436	464	1 0 1 0 0 0	2
