name	len	score	pvalue
virus--NC_010562.1	3357	0.32296988368034363	0.11398141853614321
virus--NC_010490.1	4945	0.8800052404403687	0.01920462270564242
virus--NC_010954.1	9656	0.8986873626708984	0.01773170179016542
virus--NC_011054.1	58037	0.9558994770050049	0.012897499811163985
virus--NC_011063.1	3100	0.5247622728347778	0.053346174182340056
virus--NC_011286.1	64562	0.8670246005058289	0.020337638794470883
virus--NC_011800.1	8791	0.13908520340919495	0.16989576251982777
virus--NC_012703.1	11631	0.4822544455528259	0.07306065412795529
virus--NC_011618.1	4746	0.8917341232299805	0.0183359770375406
virus--NC_011702.1	13696	0.5974327325820923	0.04267693934587204
virus--NC_013035.1	7184	0.8008619546890259	0.025190724374952792
virus--NC_013059.1	40975	0.550754964351654	0.04862527381222147
virus--NC_014093.1	3253	0.05497228726744652	0.22843492710929827
virus--NC_014361.1	5232	0.20552992820739746	0.14508271017448449
virus--NC_014358.1	4944	0.7597360610961914	0.02866530704736007
virus--NC_014637.1	617453	0.9518187046051025	0.013407357051136793
virus--NC_014792.1	169285	0.9590702056884766	0.012519827781554499
virus--NC_014954.1	7182	0.6042621731758118	0.04178941007628975
virus--NC_015263.1	114768	0.9999922513961792	0.0006231588488556538
virus--NC_015937.1	151483	0.9962990880012512	0.005683964045622781
virus--NC_015454.1	29074	0.573359489440918	0.04524510914721656
virus--NC_015280.1	181044	0.9999954104423523	0.0005476244429337563
virus--NC_015706.1	7718	0.8312796950340271	0.022905808595815393
virus--NC_016961.1	11616	0.4841046631336212	0.07219200845985346
virus--NC_017862.1	7582	0.21374723315238953	0.14217463554649143
virus--NC_018458.1	7551	0.9966487884521484	0.005476244429337564
virus--NC_018461.1	6861	0.893842339515686	0.018184908225696805
virus--NC_018848.1	37612	0.9503418207168579	0.013539542261500113
virus--NC_019454.1	44546	1.0	0.0
virus--NC_019421.1	48396	0.9999337792396545	0.001321852103633205
virus--NC_020486.1	171211	0.9999841451644897	0.0008308784651408716
virus--NC_020903.1	4655	0.9057795405387878	0.01729737895611451
virus--NC_020499.1	5413	0.5071829557418823	0.05818037616134149
virus--NC_020810.1	11976	0.9910811185836792	0.007213535765541204
virus--NC_020900.1	19979	0.9462689161300659	0.014106050305914344
virus--NC_022646.1	101818	0.9518857598304749	0.013407357051136793
virus--NC_022746.1	42957	0.9999994039535522	0.0003399048266485384
virus--NC_022553.1	3952	0.9140377044677734	0.016711987310219806
virus--NC_023424.1	10673	0.9528433084487915	0.013294055442253946
virus--NC_023442.1	120420	0.3448639512062073	0.10884507893345419
virus--NC_023720.1	53142	0.9993913769721985	0.003021376236875897
virus--NC_023878.1	3062	0.31363624334335327	0.11603973109751492
virus--NC_024503.1	3933	0.9381769895553589	0.014936928771055215
virus--NC_024766.1	7310	0.8770434856414795	0.019563411133771434
virus--NC_025404.1	15504	0.6124268770217896	0.040864113603746505
virus--NC_025488.1	3403	0.9992702007293701	0.0031535614472392175
virus--NC_025430.1	42351	0.857277512550354	0.020979681244807008
virus--NC_026281.1	6843	0.8834731578826904	0.019015786690837675
virus--NC_025835.1	10192	0.9069122076034546	0.01720296094871214
virus--NC_026315.1	7687	0.4610970616340637	0.0807085127275474
virus--NC_026316.1	7593	0.9325681924819946	0.015371251605106126
virus--NC_026922.1	157977	0.2954826354980469	0.12042072664098497
virus--NC_026923.1	179110	0.9999194145202637	0.0015106881184379485
virus--NC_027117.1	10485	0.06518435478210449	0.2169348138076894
virus--NC_027398.1	38742	0.5880043506622314	0.04369665382581766
virus--NC_027643.1	4654	0.08369658142328262	0.20061938212855956
virus--NC_027803.1	3950	0.5573713183403015	0.04730342170858826
virus--NC_027779.1	7320	0.6946426630020142	0.03349950902636151
virus--NC_028093.1	182309	0.8116129636764526	0.024303195105370497
virus--NC_028145.1	3579	0.6260637640953064	0.03958002870307425
virus--NC_028462.1	9850	0.9279817342758179	0.01576780723619609
virus--NC_028480.1	4781	0.9962969422340393	0.005683964045622781
virus--NC_028482.1	11877	0.9923137426376343	0.0068547473374121915
virus--NC_028680.1	50515	0.9991621375083923	0.0033235138605634865
virus--NC_028655.1	39235	1.0	0.0
virus--NC_028975.1	9654	0.6535118222236633	0.036766372082483574
virus--NC_029096.1	5003	0.6980670690536499	0.03325402220711534
virus--NC_029917.1	3950	0.9367427825927734	0.014974695974016164
virus--NC_030201.1	9518	0.529827356338501	0.05253417931867966
virus--NC_030205.1	7535	0.9981193542480469	0.004494297152352896
virus--NC_030464.1	3124	0.898221492767334	0.017750585391645896
virus--NC_030849.1	10887	0.8098998665809631	0.024435380315733817
virus--NC_030914.1	75462	0.9644483327865601	0.011670065714933153
virus--NC_031077.1	41760	0.4676513671875	0.07836694614396858
virus--NC_031035.1	61626	0.9865899085998535	0.00823325024548682
virus--NC_031106.1	9112	0.23444764316082	0.13649067150086863
virus--NC_031127.1	240761	0.9915480613708496	0.007100234156658358
virus--NC_031079.1	11843	0.5381029844284058	0.050796887982476016
virus--NC_029054.2	10173	0.916903018951416	0.016485384092454113
virus--NC_031230.1	98136	0.9989175796508789	0.0037389530931339226
virus--NC_031305.1	10833	0.9806662201881409	0.009215197522471486
virus--NC_031222.1	4753	0.9603983163833618	0.012349875368230229
virus--NC_031747.1	6205	0.8644911646842957	0.020564242012236573
virus--NC_031749.1	10193	0.7166242599487305	0.03168668328423597
virus--NC_031913.1	41807	0.9733730554580688	0.010178261197975678
virus--NC_031943.1	40470	1.0	0.0
virus--NC_032187.1	3325	0.16491162776947021	0.15892439005967218
virus--NC_032185.1	3168	0.5277293920516968	0.052874084145328196
virus--NC_032205.1	9107	0.6696369051933289	0.03563335599365511
virus--NC_032496.1	20278	0.43468236923217773	0.08771432887680339
virus--NC_032532.1	10859	0.7946836948394775	0.025738348817886548
virus--NC_032628.1	6503	0.7720029950141907	0.027664476168894933
virus--NC_032965.1	5510	0.5570482015609741	0.047360072513029684
virus--NC_033115.1	10962	0.6732386946678162	0.0352745675655261
virus--NC_033287.1	5924	0.9859352111816406	0.008384319057330614
virus--NC_032854.1	9041	0.8712794184684753	0.020016617569302817
virus--NC_033158.1	10650	0.8339834809303284	0.02262255457360828
virus--NC_032835.1	3643	0.9751598834991455	0.009895007175768562
virus--NC_033208.1	3891	0.8988533020019531	0.017712818188684944
virus--NC_033248.1	3663	0.6900639533996582	0.034009366266334315
virus--NC_033080.1	9147	0.6703015565872192	0.03553893798625274
virus--NC_033027.1	9614	0.5292711853981018	0.05262859732608203
virus--NC_033820.1	7746	0.555249035358429	0.04766221013671727
virus--NC_034493.1	4379	0.38146814703941345	0.10097061711609638
virus--NC_034443.1	11450	0.9336866736412048	0.015257949996223279
virus--NC_034466.1	3630	0.5814248323440552	0.044357579877634265
virus--NC_036636.1	12063	0.996985673904419	0.005306292016013294
virus--NC_033320.1	3165	0.607933521270752	0.041449505249641215
virus--NC_035450.1	11851	0.6003291606903076	0.042280383714782085
virus--NC_049361.1	31181	0.9951590895652771	0.006023868872271319
virus--NC_049367.1	32270	0.9153370261192322	0.016579802099856485
virus--NC_049369.1	28983	0.9504259824752808	0.013539542261500113
virus--NC_047766.1	38890	1.0	0.0
virus--NC_048644.1	43922	0.9682160019874573	0.011197975677921293
virus--NC_047826.1	40214	1.0	0.0
virus--NC_041981.1	176055	0.9999889135360718	0.0006609260518166025
virus--NC_042006.1	41208	1.0	0.0
virus--NC_054714.1	164254	0.9999971389770508	0.0005098572399728076
virus--NC_042315.1	56719	0.9628582000732422	0.011972203338620742
virus--NC_054663.1	50483	0.9974600076675415	0.005023037993806179
virus--NC_038235.1	15222	0.9917305707931519	0.007043583352216934
virus--NC_038352.1	3208	0.2057177722454071	0.14504494297152354
virus--NC_038360.1	3230	0.053891345858573914	0.2295112923936853
virus--NC_043105.1	14861	0.87688809633255	0.019582294735251908
virus--NC_039219.1	10254	0.8202366232872009	0.02371780345947579
virus--NC_038507.1	103531	0.8237665295600891	0.0234156658357882
virus--NC_038532.1	5050	0.801485538482666	0.02509630636755042
virus--NC_038562.1	9455	0.9578121900558472	0.012670896593398293
virus--NC_043176.1	3643	0.5214927196502686	0.05415816904600045
virus--NC_043194.1	3603	0.6868204474449158	0.034217085882619534
virus--NC_038717.1	6925	0.9714654088020325	0.010555933227585164
virus--NC_043382.1	4901	0.3917512595653534	0.09857239972807613
virus--NC_036605.1	3151	0.8644728660583496	0.020564242012236573
virus--NC_047879.1	60160	0.9906013011932373	0.007251302968502153
virus--NC_054452.1	43779	0.9612185955047607	0.012161039353425485
virus--NC_054782.1	52879	0.9981098175048828	0.004513180753833371
virus--NC_047904.1	42551	0.9997179508209229	0.002284915779137397
virus--NC_051693.1	57159	0.9534344673156738	0.013218521036332049
virus--NC_043412.1	3035	0.46338555216789246	0.0799720522698089
virus--NC_042113.1	93848	0.9994944334030151	0.0029458418309539994
virus--NC_047941.1	41832	1.0	0.0
virus--NC_043445.1	13072	0.9109679460525513	0.01699524133242692
virus--NC_039073.1	5668	0.013178005814552307	0.32340055895460385
virus--NC_049384.1	160766	0.9988515377044678	0.003776720296094871
virus--NC_052939.1	17450	0.9999753832817078	0.000849762066621346
virus--NC_055751.1	58695	0.9150518178939819	0.01659868570133696
virus--NC_048020.1	52992	1.0	0.0
virus--NC_048678.1	48288	0.6477198004722595	0.03727622932245638
virus--NC_051580.1	69471	0.9999859929084778	0.0007931112621799229
virus--NC_055761.1	144311	0.9799532890319824	0.009309615529873857
virus--NC_048032.1	14123	0.9675525426864624	0.011254626482362716
virus--NC_051676.1	58701	0.9870540499687195	0.008044414230682076
virus--NC_040309.1	9585	0.46207958459854126	0.08034972429941839
virus--NC_040341.1	6357	0.6786254644393921	0.03485912833295566
virus--NC_048683.1	59715	0.9960440397262573	0.005778382053025153
virus--NC_048107.1	17700	1.0	0.0
virus--NC_055735.1	70494	0.9985204339027405	0.004229926731626255
virus--NC_040357.1	8971	0.7542744874954224	0.02900521187400861
virus--NC_040382.1	3156	0.054722048342227936	0.22860487952262257
virus--NC_040390.1	3241	0.8352840542793274	0.02254702016768638
virus--NC_040393.1	3493	0.7573953866958618	0.028835259460684343
virus--NC_040399.1	7326	0.04738651588559151	0.23795226225545735
virus--NC_040508.1	7557	0.43449312448501587	0.08777097968124481
virus--NC_040594.1	8966	0.6585983037948608	0.03642646725583503
virus--NC_040616.1	7496	0.9627567529678345	0.011972203338620742
virus--NC_040805.1	7282	0.5806576013565063	0.04437646347911474
virus--NC_040573.1	5422	0.41597819328308105	0.09266183246468766
virus--NC_048159.1	17034	0.9999983310699463	0.0004343228340509102
virus--NC_049448.1	39642	0.3704608976840973	0.10355767051892137
virus--NC_055137.1	11681	0.8380944728851318	0.022433718558803536
virus--NC_055163.1	5090	0.19034618139266968	0.15010574816829067
virus--NC_055191.1	4213	0.9204867482185364	0.016315431679129844
virus--NC_043677.1	3448	0.9998700022697449	0.0018128257421255382
virus--NC_049840.1	50381	0.980316162109375	0.009252964725432435
virus--NC_053248.1	61219	0.9973172545433044	0.0050796887982476014
virus--NC_049468.1	50782	0.9983119964599609	0.004399879144950525
virus--NC_049462.1	157741	0.9542067646980286	0.013105219427449202
virus--NC_054790.1	52202	0.9967324137687683	0.00541959362489614
virus--NC_048820.1	77514	0.9476335644721985	0.014030515899992447
virus--NC_054995.1	21078	0.9999988079071045	0.0004154392325704358
virus--NC_048827.1	148180	0.9755712747573853	0.009838356371327139
virus--NC_049824.1	50709	0.9973109364509583	0.0050796887982476014
virus--NC_055000.1	21906	0.9999148845672607	0.0015295717199184228
virus--NC_048876.1	57731	0.9500434398651123	0.013577309464461063
virus--NC_055368.1	6457	0.8568843603134155	0.02101744844776796
virus--NC_055409.1	6863	0.7962977886199951	0.025606163607523227
virus--NC_054456.1	41278	0.9527169466018677	0.013331822645214896
virus--NC_051705.1	57356	0.952142059803009	0.01335070624669537
virus--NC_055545.1	3867	0.8939715623855591	0.018147141022735857
virus--NC_055555.1	116729	0.7294209599494934	0.03064808520280988
virus--NC_055603.1	211086	0.9564425945281982	0.012803081803761614
virus--NC_055638.1	3804	0.2708906829357147	0.1268789183473072
virus--Moniruzzaman_AF02_SRX802963_109_dc_000000000007	16175	0.8754061460494995	0.019790014351537124
virus--Moniruzzaman_AF05_ERX552270_16_dc_000000000008	22382	0.6220209002494812	0.03984439912380089
virus--Moniruzzaman_EP01_ERX552279_2_dc_000000000011	30852	0.40446963906288147	0.09517335146159075
virus--Moniruzzaman_EP01_ERX552288_49_dc_000000000002	19800	0.029017839580774307	0.2699599667648614
virus--Moniruzzaman_EP02_SRX802202_129_dc_000000000003	91444	0.5492472052574158	0.04890852783442858
virus--Moniruzzaman_EP05_ERX552277_13_dc_000000000012	25372	0.6074295043945312	0.04148727245260216
virus--Moniruzzaman_EP07_ERX682739_15_dc_000000000007	20481	0.3406687378883362	0.10988367701488028
virus--Moniruzzaman_IR01_SRX331703_30_dc_000000000006	35606	0.16575947403907776	0.15850895082710176
virus--Moniruzzaman_IR01_SRX331703_30_dc_000000000008	16368	0.1417575478553772	0.16825288919102652
virus--Moniruzzaman_IR01_SRX802077_164_dc_000000000009	13375	0.8646914958953857	0.0205453584107561
virus--Moniruzzaman_LP01_ERX552253_44_dc_000000000002	27345	0.9779818058013916	0.00953621874763955
virus--Moniruzzaman_LP01_ERX552280_25_dc_000000000002	17677	0.3303452730178833	0.1123763124103029
virus--Moniruzzaman_LP01_ERX552283_12_dc_000000000003	20378	0.9960845708847046	0.005740614850064205
virus--Moniruzzaman_LP01_ERX552333_20_dc_000000000001	15799	0.9999340772628784	0.001321852103633205
virus--Moniruzzaman_LP01_ERX552336_34_dc_000000000002	10652	0.9962972402572632	0.005683964045622781
virus--Moniruzzaman_LP01_ERX556040_45_dc_000000000004	11129	0.7841694951057434	0.026606994485988366
virus--Moniruzzaman_LP01_SRX514547_24_dc_000000000004	10653	0.25641313195228577	0.13076894025228492
virus--Moniruzzaman_LP01_SRX802074_38_dc_000000000003	38550	0.9921562671661377	0.006911398141853614
virus--Moniruzzaman_LP03_SRX802202_141_dc_000000000004	13583	0.5086260437965393	0.057594984515446784
virus--Moniruzzaman_LP04_ERX556017_11_dc_000000000003	16182	0.5457506775856018	0.04968275549512803
virus--Moniruzzaman_LP04_ERX633347_21_dc_000000000001	97414	0.9273374080657959	0.01582445804063751
virus--Moniruzzaman_MM01_ERX288965_16_dc_000000000013	29261	0.6463055610656738	0.03744618173578065
virus--Moniruzzaman_MM01_ERX289005_28_dc_000000000007	19055	0.7045606374740601	0.032611979756779215
virus--Moniruzzaman_MM01_ERX289005_28_dc_000000000016	16267	0.763783872127533	0.02834428582219201
virus--Moniruzzaman_MM01_ERX552256_4_dc_000000000009	15781	0.7855508327484131	0.026512576478585997
virus--Moniruzzaman_MM01_ERX552256_7_dc_000000000012	52745	0.8473228216171265	0.02171614170254551
virus--Moniruzzaman_MM01_ERX552270_24_dc_000000000005	27327	0.7798755168914795	0.026890248508195484
virus--Moniruzzaman_MM01_ERX552270_52_dc_000000000032	27605	0.858526885509491	0.020923030440365586
virus--Moniruzzaman_MM01_ERX552270_94_dc_000000000003	33275	0.3070525527000427	0.11751265201299192
virus--Moniruzzaman_MM01_ERX552270_94_dc_000000000009	16706	0.5642521977424622	0.046415892439005964
virus--Moniruzzaman_MM01_ERX552270_108_dc_000000000001	29788	0.5579540729522705	0.04720900370118589
virus--Moniruzzaman_MM01_ERX552288_39_dc_000000000004	66952	0.8179124593734741	0.02388775587280006
virus--Moniruzzaman_MM01_ERX552288_111_dc_000000000008	28634	0.4659089744091034	0.07910340660170707
virus--Moniruzzaman_MM01_ERX552292_53_dc_000000000006	19714	0.8336795568466187	0.022641438175088752
virus--Moniruzzaman_MM01_ERX552296_8_dc_000000000007	18276	0.5952681303024292	0.04296019336807916
virus--Moniruzzaman_MM01_ERX552296_13_dc_000000000051	15553	0.8524640202522278	0.021357353274416496
virus--Moniruzzaman_MM01_ERX552298_27_dc_000000000001	12594	0.98968905210495	0.007477906186267845
virus--Moniruzzaman_MM01_ERX552302_42_dc_000000000005	17806	0.9286831617355347	0.01569227283027419
virus--Moniruzzaman_MM01_ERX555913_6_dc_000000000012	63388	0.3530036211013794	0.10725885640909434
virus--Moniruzzaman_MM01_ERX555913_65_dc_000000000008	10026	0.6349149942398071	0.03865473223053101
virus--Moniruzzaman_MM01_ERX555933_22_dc_000000000016	16835	0.7251793146133423	0.03104464083389984
virus--Moniruzzaman_MM01_ERX555965_10_dc_000000000021	13380	0.2864464223384857	0.12302666364529043
virus--Moniruzzaman_MM01_ERX555965_56_dc_000000000004	18600	0.9563440680503845	0.012821965405242088
virus--Moniruzzaman_MM01_ERX555967_81_dc_000000000002	25677	0.6775585412979126	0.034953546340358035
virus--Moniruzzaman_MM01_ERX555967_81_dc_000000000007	29201	0.888260006904602	0.018656998262708665
virus--Moniruzzaman_MM01_ERX555997_4_dc_000000000018	11031	0.29272696375846863	0.1212138379031649
virus--Moniruzzaman_MM01_ERX556003_31_dc_000000000014	18511	0.9496335387229919	0.013671727471863434
virus--Moniruzzaman_MM01_ERX556009_7_dc_000000000013	24991	0.615923285484314	0.0404297907696956
virus--Moniruzzaman_MM01_ERX556009_10_dc_000000000005	34261	0.7155233025550842	0.031781101291638345
virus--Moniruzzaman_MM01_ERX556009_10_dc_000000000016	17786	0.42284131050109863	0.09120779515069113
virus--Moniruzzaman_MM01_ERX556022_14_dc_000000000004	25317	0.9574347734451294	0.01278419820228114
virus--Moniruzzaman_MM01_ERX556028_70_dc_000000000005	23084	0.19868060946464539	0.14723544074325856
virus--Moniruzzaman_MM01_ERX556028_70_dc_000000000012	11650	0.5059465765953064	0.058690233401314296
virus--Moniruzzaman_MM01_ERX556031_42_dc_000000000006	67948	0.9798288345336914	0.009328499131354332
virus--Moniruzzaman_MM01_ERX556054_14_dc_000000000015	16831	0.9470499753952026	0.014068283102953395
virus--Moniruzzaman_MM01_ERX556068_30_dc_000000000012	23552	0.9784385561943054	0.009517335146159076
virus--Moniruzzaman_MM01_ERX556088_18_dc_000000000013	19268	0.5697425007820129	0.04569831558274794
virus--Moniruzzaman_MM01_ERX556088_21_dc_000000000004	28274	0.74907386302948	0.029288465896215726
virus--Moniruzzaman_MM01_ERX556127_29_dc_000000000004	65600	0.3937855362892151	0.09804365888662285
virus--Moniruzzaman_MM01_ERX633355_15_dc_000000000003	19479	0.97591233253479	0.009800589168366191
virus--Moniruzzaman_MM01_ERX943721_3_dc_000000000008	10780	0.7978149652481079	0.025511745600120855
virus--Moniruzzaman_MM01_SRX327520_258_dc_000000000001	11037	0.9323089122772217	0.015371251605106126
virus--Moniruzzaman_MM01_SRX331703_17_dc_000000000004	17667	0.9609520435333252	0.012198806556386435
virus--Moniruzzaman_MM01_SRX331703_27_dc_000000000004	26467	0.6536402702331543	0.036766372082483574
virus--Moniruzzaman_MM01_SRX331703_27_dc_000000000014	35941	0.9668269157409668	0.011424578895686986
virus--Moniruzzaman_MM01_SRX331703_34_dc_000000000001	44714	0.5267096757888794	0.05304403655865247
virus--Moniruzzaman_MM01_SRX331703_43_dc_000000000007	19431	0.8711434602737427	0.020054384772263765
virus--Moniruzzaman_MM01_SRX331703_48_dc_000000000014	11306	0.6832656860351562	0.0345381071077876
virus--Moniruzzaman_MM01_SRX331950_6_dc_000000000004	55337	0.6302218437194824	0.03912682226754287
virus--Moniruzzaman_MM01_SRX331950_15_dc_000000000010	24950	0.7927483320236206	0.025946068434171764
virus--Moniruzzaman_MM01_SRX331950_31_dc_000000000011	57960	0.9278186559677124	0.015786690837676563
virus--Moniruzzaman_MM01_SRX474032_22_dc_000000000010	16277	0.7151544690132141	0.031837752096079766
virus--Moniruzzaman_MM01_SRX474032_80_dc_000000000017	16210	0.5714704990386963	0.045452828763501776
virus--Moniruzzaman_MM01_SRX802073_61_dc_000000000002	118053	0.853012204170227	0.021357353274416496
virus--Moniruzzaman_MM01_SRX802073_68_dc_000000000013	24515	0.9849367141723633	0.008573155072135357
virus--Moniruzzaman_MM01_SRX802073_70_dc_000000000009	11812	0.9981930255889893	0.004456529949391948
virus--Moniruzzaman_MM01_SRX802073_74_dc_000000000004	12199	0.9245867729187012	0.015937759649520357
virus--Moniruzzaman_MM01_SRX802073_99_dc_000000000011	11141	0.807549238204956	0.024680867134979984
virus--Moniruzzaman_MM01_SRX802073_99_dc_000000000035	11278	0.906478226184845	0.01725961175315356
virus--Moniruzzaman_MM01_SRX802073_139_dc_000000000001	89502	0.8999320268630981	0.017675050985723997
virus--Moniruzzaman_MM01_SRX802073_139_dc_000000000004	63898	0.9648655652999878	0.011632298511972203
virus--Moniruzzaman_MM01_SRX802077_20_dc_000000000009	28672	0.7145661115646362	0.031875519299040714
virus--Moniruzzaman_MM01_SRX802077_20_dc_000000000014	14673	0.5336201786994934	0.051684417252058315
virus--Moniruzzaman_MM01_SRX802077_72_dc_000000000010	11474	0.3270743787288666	0.11318830727396328
virus--Moniruzzaman_MM01_SRX802077_84_dc_000000000001	11364	0.9767136573791504	0.009706171160963818
virus--Moniruzzaman_MM01_SRX802077_122_dc_000000000006	29814	0.8686656951904297	0.020224337185588036
virus--Moniruzzaman_MM01_SRX802077_162_dc_000000000006	18613	0.42304790019989014	0.09118891154921066
virus--Moniruzzaman_MM01_SRX802077_162_dc_000000000011	24416	0.6031754612922668	0.04192159528665307
virus--Moniruzzaman_MM01_SRX802202_132_dc_000000000006	14057	0.2815462350845337	0.12419744693707983
virus--Moniruzzaman_MM01_SRX803008_24_dc_000000000015	17691	0.6778874397277832	0.03491577913739709
virus--Moniruzzaman_MM05_ERX552270_35_dc_000000000003	31056	0.665273129940033	0.03589772641438175
virus--Moniruzzaman_MM05_ERX552270_38_dc_000000000006	26834	0.5439456105232239	0.049871591509932776
virus--Moniruzzaman_MM05_ERX552297_60_dc_000000000011	19493	0.8634788990020752	0.02063977641815847
virus--Moniruzzaman_MM05_ERX555931_9_dc_000000000016	20200	0.9686719179153442	0.011197975677921293
virus--Moniruzzaman_MM05_ERX555935_132_dc_000000000001	37639	0.8799201250076294	0.019261273510083842
virus--Moniruzzaman_MM05_ERX555947_21_dc_000000000002	88315	0.6224626302719116	0.03978774831935947
virus--Moniruzzaman_MM05_ERX556063_22_dc_000000000001	36622	0.6470980644226074	0.03735176372837828
virus--Moniruzzaman_MM05_SRX802073_24_dc_000000000002	16573	0.5382857322692871	0.05075912077951507
virus--Moniruzzaman_MM05_SRX802143_55_dc_000000000003	10588	0.6225824356079102	0.03978774831935947
virus--Moniruzzaman_MM05_SRX802963_50_dc_000000000002	14656	0.9450263977050781	0.014181584711836242
virus--Moniruzzaman_MM06_ERX555933_51_dc_000000000009	17507	0.8355685472488403	0.02254702016768638
virus--Moniruzzaman_MM07_ERX555957_21_dc_000000000016	16741	0.9482141137123108	0.013841679885187703
virus--Moniruzzaman_MM07_ERX555957_21_dc_000000000026	10391	0.7644155025482178	0.02826875141627011
virus--Moniruzzaman_MM07_ERX555967_32_dc_000000000004	13829	0.5202040672302246	0.05444142306820757
virus--Moniruzzaman_MM07_SRX802073_62_dc_000000000002	87887	0.8945133686065674	0.018071606616813958
virus--Moniruzzaman_MM07_SRX802143_100_dc_000000000014	17919	0.6471158266067505	0.03735176372837828
virus--Moniruzzaman_MM07_SRX803008_112_dc_000000000004	22650	0.9366614818572998	0.014993579575496638
virus--Moniruzzaman_MM08_ERX555935_69_dc_000000000008	11587	0.5929664373397827	0.04326233099176675
virus--Moniruzzaman_MM08_ERX555935_69_dc_000000000012	12898	0.9082232713699341	0.017108542941309767
virus--Moniruzzaman_MM08_ERX555935_69_dc_000000000014	14387	0.7606610059738159	0.028627539844399124
virus--Moniruzzaman_MM08_SRX802077_138_dc_000000000020	14510	0.9072380065917969	0.01720296094871214
virus--Moniruzzaman_MM09_ERX552252_49_dc_000000000009	19348	0.876563549041748	0.019695596344134755
virus--Moniruzzaman_MM09_ERX552253_3_dc_000000000017	25252	0.6719832420349121	0.03536898557292847
virus--Moniruzzaman_MM09_ERX552255_7_dc_000000000011	20333	0.9839212894439697	0.008724223883979152
virus--Moniruzzaman_MM09_ERX552255_59_dc_000000000009	22360	0.7553430795669556	0.028948561069567186
