"","toolcombo","toolcombo2","assembly","num_viruses","prop_vir","numtools","environment"
"1","0 0 1 0 0 0","0 0 tnv 0 0 0","ANE",0,0,1,"global_oceans"
"2","0 0 1 0 0 0","0 0 tnv 0 0 0","ANW",0,0,1,"global_oceans"
"3","0 0 1 0 0 0","0 0 tnv 0 0 0","ASE",0,0,1,"global_oceans"
"4","0 0 1 0 0 0","0 0 tnv 0 0 0","ASW",0,0,1,"global_oceans"
"5","0 0 1 0 0 0","0 0 tnv 0 0 0","ION",0,0,1,"global_oceans"
"6","0 0 1 0 0 0","0 0 tnv 0 0 0","IOS",0,0,1,"global_oceans"
"7","0 0 1 0 0 0","0 0 tnv 0 0 0","MED",0,0,1,"global_oceans"
"8","0 0 1 0 0 0","0 0 tnv 0 0 0","PON",0,0,1,"global_oceans"
"9","0 0 1 0 0 0","0 0 tnv 0 0 0","PSE",0,0,1,"global_oceans"
"10","0 0 1 0 0 0","0 0 tnv 0 0 0","PSW",0,0,1,"global_oceans"
"11","0 0 1 0 0 0","0 0 tnv 0 0 0","RED",0,0,1,"global_oceans"
"12","0 0 1 0 0 0","0 0 tnv 0 0 0","SOC",0,0,1,"global_oceans"
"13","0 0 0 1 0 0","0 0 0 VB 0 0","SOC",15,0.000782881002087683,1,"global_oceans"
"14","0 0 1 1 0 0","0 0 tnv VB 0 0","SOC",15,0.000782881002087683,2,"global_oceans"
"15","0 0 0 1 0 0","0 0 0 VB 0 0","ANW",127,0.000803705906921996,1,"global_oceans"
"16","0 0 1 1 0 0","0 0 tnv VB 0 0","ANW",127,0.000803705906921996,2,"global_oceans"
"17","0 0 1 1 0 0","0 0 tnv VB 0 0","IOS",149,0.000949219919602984,2,"global_oceans"
"18","0 0 0 1 0 0","0 0 0 VB 0 0","IOS",150,0.000955590523090252,1,"global_oceans"
"19","0 0 0 1 0 0","0 0 0 VB 0 0","PSE",325,0.00103711598786095,1,"global_oceans"
"20","0 0 1 1 0 0","0 0 tnv VB 0 0","PSE",325,0.00103711598786095,2,"global_oceans"
"21","0 0 1 1 0 0","0 0 tnv VB 0 0","PSW",166,0.00114068179787943,2,"global_oceans"
"22","0 0 0 1 0 0","0 0 0 VB 0 0","ANE",204,0.00114908861501025,1,"global_oceans"
"23","0 0 1 1 0 0","0 0 tnv VB 0 0","ANE",204,0.00114908861501025,2,"global_oceans"
"24","0 0 0 1 0 0","0 0 0 VB 0 0","PSW",168,0.00115442495207074,1,"global_oceans"
"25","0 0 0 1 0 0","0 0 0 VB 0 0","ASW",142,0.00129842817040498,1,"global_oceans"
"26","0 0 1 1 0 0","0 0 tnv VB 0 0","ASW",142,0.00129842817040498,2,"global_oceans"
"27","0 0 1 1 0 0","0 0 tnv VB 0 0","ION",269,0.00142043954419203,2,"global_oceans"
"28","0 0 0 1 0 0","0 0 0 VB 0 0","ION",270,0.00142571998859424,1,"global_oceans"
"29","0 0 0 1 0 0","0 0 0 VB 0 0","ASE",104,0.00144324174299195,1,"global_oceans"
"30","0 0 1 1 0 0","0 0 tnv VB 0 0","ASE",104,0.00144324174299195,2,"global_oceans"
"31","0 0 0 1 0 0","0 0 0 VB 0 0","RED",238,0.00160026895276517,1,"global_oceans"
"32","0 0 1 1 0 0","0 0 tnv VB 0 0","RED",238,0.00160026895276517,2,"global_oceans"
"33","0 0 1 1 0 0","0 0 tnv VB 0 0","MED",298,0.00166835555008145,2,"global_oceans"
"34","0 0 0 1 0 0","0 0 0 VB 0 0","MED",299,0.00167395405863877,1,"global_oceans"
"35","0 0 1 1 0 0","0 0 tnv VB 0 0","PON",406,0.00207154483159769,2,"global_oceans"
"36","0 0 0 1 0 0","0 0 0 VB 0 0","PON",407,0.00207664715876911,1,"global_oceans"
"37","0 0 0 0 1 0","0 0 0 0 VS 0","SOC",56,0.00292275574112734,1,"global_oceans"
"38","0 0 1 0 1 0","0 0 tnv 0 VS 0","SOC",56,0.00292275574112734,2,"global_oceans"
"39","0 0 1 0 1 0","0 0 tnv 0 VS 0","ANW",587,0.00371476667215127,2,"global_oceans"
"40","0 0 0 0 1 0","0 0 0 0 VS 0","ANW",590,0.00373375185105494,1,"global_oceans"
"41","0 0 0 1 1 0","0 0 0 VB VS 0","SOC",81,0.00422755741127348,2,"global_oceans"
"42","0 0 1 1 1 0","0 0 tnv VB VS 0","SOC",81,0.00422755741127348,3,"global_oceans"
"43","0 0 1 0 1 0","0 0 tnv 0 VS 0","IOS",707,0.00450401666549872,2,"global_oceans"
"44","0 0 0 0 1 0","0 0 0 0 VS 0","IOS",715,0.00455498149339687,1,"global_oceans"
"45","0 0 1 0 1 0","0 0 tnv 0 VS 0","PSW",698,0.00479636081277013,2,"global_oceans"
"46","0 0 0 0 1 0","0 0 0 0 VS 0","PSW",707,0.00485820500663107,1,"global_oceans"
"47","0 0 1 1 1 0","0 0 tnv VB VS 0","ANW",772,0.00488551937121087,3,"global_oceans"
"48","0 0 1 0 1 0","0 0 tnv 0 VS 0","ASE",353,0.00489869553150152,2,"global_oceans"
"49","0 0 0 1 1 0","0 0 0 VB VS 0","ANW",775,0.00490450455011454,2,"global_oceans"
"50","0 0 1 0 1 0","0 0 tnv 0 VS 0","ANE",881,0.00496248563639231,2,"global_oceans"
"51","0 0 0 0 1 0","0 0 0 0 VS 0","ASE",358,0.00496808215376075,1,"global_oceans"
"52","0 0 0 0 1 0","0 0 0 0 VS 0","ANE",889,0.00500754793502016,1,"global_oceans"
"53","0 0 1 0 1 0","0 0 tnv 0 VS 0","PSE",1837,0.00586209867600177,2,"global_oceans"
"54","0 0 0 0 1 0","0 0 0 0 VS 0","PSE",1856,0.00592273007221518,1,"global_oceans"
"55","0 0 1 1 1 0","0 0 tnv VB VS 0","IOS",935,0.0059565142605959,3,"global_oceans"
"56","0 0 0 1 1 0","0 0 0 VB VS 0","IOS",944,0.00601384969198132,2,"global_oceans"
"57","0 0 1 1 1 0","0 0 tnv VB VS 0","PSW",926,0.00636308039058044,3,"global_oceans"
"58","0 0 0 1 1 0","0 0 0 VB VS 0","PSW",938,0.00644553931572835,2,"global_oceans"
"59","0 0 1 0 1 0","0 0 tnv 0 VS 0","RED",990,0.00665658093797276,2,"global_oceans"
"60","0 0 0 0 1 0","0 0 0 0 VS 0","RED",995,0.00669020003361909,1,"global_oceans"
"61","0 0 1 1 1 0","0 0 tnv VB VS 0","ASE",490,0.00679988898140438,3,"global_oceans"
"62","0 0 1 1 1 0","0 0 tnv VB VS 0","ANE",1211,0.00682130545479124,3,"global_oceans"
"63","0 0 0 1 1 0","0 0 0 VB VS 0","ANE",1219,0.0068663677534191,2,"global_oceans"
"64","0 0 0 1 1 0","0 0 0 VB VS 0","ASE",495,0.00686927560366361,2,"global_oceans"
"65","0 0 1 0 1 0","0 0 tnv 0 VS 0","MED",1234,0.00690855955973328,2,"global_oceans"
"66","0 0 0 0 1 0","0 0 0 0 VS 0","MED",1239,0.00693655210251988,1,"global_oceans"
"67","0 0 1 0 1 0","0 0 tnv 0 VS 0","ASW",781,0.00714135493722739,2,"global_oceans"
"68","0 0 0 0 1 0","0 0 0 0 VS 0","ASW",794,0.00726022512184193,1,"global_oceans"
"69","0 0 1 1 1 0","0 0 tnv VB VS 0","PSE",2343,0.00747680849094837,3,"global_oceans"
"70","0 0 0 1 1 0","0 0 0 VB VS 0","PSE",2362,0.00753743988716178,2,"global_oceans"
"71","0 0 1 0 1 0","0 0 tnv 0 VS 0","PON",1586,0.00809229089387669,2,"global_oceans"
"72","0 0 0 0 1 0","0 0 0 0 VS 0","PON",1596,0.00814331416559092,1,"global_oceans"
"73","0 0 1 1 1 0","0 0 tnv VB VS 0","RED",1304,0.00876786014456211,3,"global_oceans"
"74","0 0 0 1 1 0","0 0 0 VB VS 0","RED",1309,0.00880147924020844,2,"global_oceans"
"75","0 0 1 1 1 0","0 0 tnv VB VS 0","ASW",987,0.00902499017035011,3,"global_oceans"
"76","0 0 0 1 1 0","0 0 0 VB VS 0","ASW",1000,0.00914386035496465,2,"global_oceans"
"77","0 0 1 1 1 0","0 0 tnv VB VS 0","MED",1636,0.00915915999977605,3,"global_oceans"
"78","0 0 1 0 1 0","0 0 tnv 0 VS 0","ION",1743,0.00920381459303614,2,"global_oceans"
"79","0 0 0 1 1 0","0 0 0 VB VS 0","MED",1644,0.00920394806823462,2,"global_oceans"
"80","0 0 0 0 1 0","0 0 0 0 VS 0","ION",1769,0.00934110614749337,1,"global_oceans"
"81","0 0 1 1 1 0","0 0 tnv VB VS 0","PON",2158,0.0110108220359306,3,"global_oceans"
"82","0 0 0 1 1 0","0 0 0 VB VS 0","PON",2170,0.0110720499619877,2,"global_oceans"
"83","0 0 1 1 1 0","0 0 tnv VB VS 0","ION",2145,0.0113265532427209,3,"global_oceans"
"84","0 0 0 1 1 0","0 0 0 VB VS 0","ION",2174,0.0114796861303847,2,"global_oceans"
"85","1 0 1 0 0 0","tv 0 tnv 0 0 0","SOC",305,0.0159185803757829,2,"global_oceans"
"86","1 0 1 1 0 0","tv 0 tnv VB 0 0","SOC",328,0.0171189979123173,3,"global_oceans"
"87","1 0 1 0 0 0","tv 0 tnv 0 0 0","ANW",2746,0.0173777670898252,2,"global_oceans"
"88","1 0 1 1 0 0","tv 0 tnv VB 0 0","ANW",2923,0.0184978926451417,3,"global_oceans"
"89","1 0 1 0 0 0","tv 0 tnv 0 0 0","PSW",3566,0.0245040439231208,2,"global_oceans"
"90","1 0 0 0 0 0","tv 0 0 0 0 0","SOC",482,0.0251565762004175,1,"global_oceans"
"91","1 0 1 1 0 0","tv 0 tnv VB 0 0","PSW",3815,0.0262150666199399,3,"global_oceans"
"92","1 0 0 1 0 0","tv 0 0 VB 0 0","SOC",505,0.026356993736952,2,"global_oceans"
"93","1 0 1 0 0 0","tv 0 tnv 0 0 0","ANE",4758,0.0268008021089156,2,"global_oceans"
"94","1 0 1 0 0 0","tv 0 tnv 0 0 0","IOS",4310,0.0274573010301266,2,"global_oceans"
"95","1 0 1 0 1 0","tv 0 tnv 0 VS 0","SOC",533,0.0278183716075157,3,"global_oceans"
"96","1 0 1 1 1 0","tv 0 tnv VB VS 0","SOC",543,0.0283402922755741,4,"global_oceans"
"97","1 0 1 1 0 0","tv 0 tnv VB 0 0","ANE",5074,0.0285807629047158,3,"global_oceans"
"98","1 0 1 0 0 0","tv 0 tnv 0 0 0","PSE",9083,0.0289849985161264,2,"global_oceans"
"99","1 0 1 1 0 0","tv 0 tnv VB 0 0","IOS",4626,0.0294704117321034,3,"global_oceans"
"100","0 1 1 0 0 0","0 DVF tnv 0 0 0","SOC",572,0.0298538622129436,2,"global_oceans"
"101","1 0 0 0 0 0","tv 0 0 0 0 0","ANW",4775,0.0302180764216735,1,"global_oceans"
"102","1 0 1 0 0 0","tv 0 tnv 0 0 0","RED",4506,0.03029752899647,2,"global_oceans"
"103","0 1 1 1 0 0","0 DVF tnv VB 0 0","SOC",582,0.0303757828810021,3,"global_oceans"
"104","1 0 1 1 0 0","tv 0 tnv VB 0 0","PSE",9671,0.0308613806726256,3,"global_oceans"
"105","1 0 1 0 0 0","tv 0 tnv 0 0 0","ASE",2239,0.0310713294476825,2,"global_oceans"
"106","1 0 0 1 0 0","tv 0 0 VB 0 0","ANW",4952,0.03133820197699,2,"global_oceans"
"107","1 0 1 0 1 0","tv 0 tnv 0 VS 0","ANW",4984,0.0315407105519624,3,"global_oceans"
"108","0 1 1 0 1 0","0 DVF tnv 0 VS 0","SOC",611,0.0318893528183716,3,"global_oceans"
"109","1 0 1 1 1 0","tv 0 tnv VB VS 0","ANW",5052,0.0319710412737789,4,"global_oceans"
"110","1 0 1 1 0 0","tv 0 tnv VB 0 0","RED",4809,0.0323348461926374,3,"global_oceans"
"111","0 1 1 1 1 0","0 DVF tnv VB VS 0","SOC",620,0.0323590814196242,4,"global_oceans"
"112","1 0 1 1 0 0","tv 0 tnv VB 0 0","ASE",2376,0.0329725228975853,3,"global_oceans"
"113","1 0 1 0 0 0","tv 0 tnv 0 0 0","ASW",3967,0.0362736940281448,2,"global_oceans"
"114","1 0 1 0 0 0","tv 0 tnv 0 0 0","MED",6562,0.036737413153136,2,"global_oceans"
"115","1 0 1 1 0 0","tv 0 tnv VB 0 0","ASW",4205,0.0384499327926264,3,"global_oceans"
"116","1 0 1 1 0 0","tv 0 tnv VB 0 0","MED",7019,0.0392959315638314,3,"global_oceans"
"117","0 0 1 0 0 1","0 0 tnv 0 0 VS2","SOC",755,0.0394050104384134,2,"global_oceans"
"118","0 0 1 0 0 1","0 0 tnv 0 0 VS2","ANW",6262,0.0396283967649255,2,"global_oceans"
"119","0 1 1 0 0 0","0 DVF tnv 0 0 0","ANW",6273,0.0396980090875723,2,"global_oceans"
"120","0 0 1 1 0 1","0 0 tnv VB 0 VS2","SOC",765,0.0399269311064718,3,"global_oceans"
"121","0 0 1 1 0 1","0 0 tnv VB 0 VS2","ANW",6339,0.040115683023453,3,"global_oceans"
"122","0 1 1 1 0 0","0 DVF tnv VB 0 0","ANW",6356,0.0402232657039071,3,"global_oceans"
"123","1 1 1 0 0 0","tv DVF tnv 0 0 0","SOC",786,0.0410229645093946,3,"global_oceans"
"124","1 1 1 1 0 0","tv DVF tnv VB 0 0","SOC",793,0.0413883089770355,4,"global_oceans"
"125","0 1 1 0 1 0","0 DVF tnv 0 VS 0","ANW",6550,0.0414509739396778,3,"global_oceans"
"126","1 0 1 0 1 0","tv 0 tnv 0 VS 0","PSW",6050,0.0415730414287383,3,"global_oceans"
"127","0 1 1 1 1 0","0 DVF tnv VB VS 0","ANW",6627,0.0419382601982053,4,"global_oceans"
"128","1 0 1 0 0 0","tv 0 tnv 0 0 0","PON",8242,0.0420533805468674,2,"global_oceans"
"129","1 0 1 1 1 0","tv 0 tnv VB VS 0","PSW",6211,0.0426793653411394,4,"global_oceans"
"130","1 0 0 0 1 0","tv 0 0 0 VS 0","SOC",820,0.0427974947807933,2,"global_oceans"
"131","0 0 1 0 1 1","0 0 tnv 0 VS VS2","SOC",830,0.0433194154488518,3,"global_oceans"
"132","1 0 0 1 1 0","tv 0 0 VB VS 0","SOC",830,0.0433194154488518,3,"global_oceans"
"133","0 0 1 1 1 1","0 0 tnv VB VS VS2","SOC",836,0.0436325678496868,4,"global_oceans"
"134","0 0 1 0 1 1","0 0 tnv 0 VS VS2","ANW",6913,0.0437481805870217,3,"global_oceans"
"135","0 0 1 1 1 1","0 0 tnv VB VS VS2","ANW",6960,0.0440456150565125,4,"global_oceans"
"136","1 0 1 0 1 0","tv 0 tnv 0 VS 0","ANE",7959,0.0448313543473853,3,"global_oceans"
"137","1 0 1 1 0 0","tv 0 tnv VB 0 0","PON",8861,0.0452117210659782,3,"global_oceans"
"138","1 0 0 0 0 0","tv 0 0 0 0 0","PSW",6611,0.0454279961794031,1,"global_oceans"
"139","1 0 1 0 1 0","tv 0 tnv 0 VS 0","IOS",7131,0.0454287734677106,3,"global_oceans"
"140","1 0 1 1 1 0","tv 0 tnv VB VS 0","ANE",8128,0.0457832954058987,4,"global_oceans"
"141","1 1 1 0 1 0","tv DVF tnv 0 VS 0","SOC",890,0.0464509394572025,4,"global_oceans"
"142","1 0 1 1 1 0","tv 0 tnv VB VS 0","IOS",7322,0.0466455587337788,4,"global_oceans"
"143","1 1 1 1 1 0","tv DVF tnv VB VS 0","SOC",895,0.0467118997912317,5,"global_oceans"
"144","1 0 0 0 1 0","tv 0 0 0 VS 0","ANW",7395,0.0467984659975446,2,"global_oceans"
"145","1 0 0 0 0 0","tv 0 0 0 0 0","RED",6978,0.0469188098840141,1,"global_oceans"
"146","1 0 0 1 0 0","tv 0 0 VB 0 0","PSW",6862,0.0471527620304136,2,"global_oceans"
"147","1 0 0 1 1 0","tv 0 0 VB VS 0","ANW",7463,0.0472287967193611,3,"global_oceans"
"148","1 0 1 0 1 0","tv 0 tnv 0 VS 0","ASE",3439,0.0477241187898973,3,"global_oceans"
"149","1 0 1 1 1 0","tv 0 tnv VB VS 0","ASE",3513,0.0487510407993339,4,"global_oceans"
"150","1 0 0 1 0 0","tv 0 0 VB 0 0","RED",7283,0.0489695747184401,2,"global_oceans"
"151","1 0 1 0 1 0","tv 0 tnv 0 VS 0","PSE",15458,0.0493284275087836,3,"global_oceans"
"152","1 0 0 0 0 0","tv 0 0 0 0 0","ANE",8770,0.0493995448707839,1,"global_oceans"
"153","1 0 1 0 0 0","tv 0 tnv 0 0 0","ION",9501,0.0501695022653106,2,"global_oceans"
"154","1 0 1 1 1 0","tv 0 tnv VB VS 0","PSE",15781,0.0503591612444115,4,"global_oceans"
"155","1 0 0 1 0 0","tv 0 0 VB 0 0","ANE",9087,0.0511851384539125,2,"global_oceans"
"156","1 0 0 0 0 0","tv 0 0 0 0 0","ASE",3720,0.0516236469608659,1,"global_oceans"
"157","0 1 1 0 0 1","0 DVF tnv 0 0 VS2","SOC",996,0.0519832985386221,3,"global_oceans"
"158","0 1 1 1 0 1","0 DVF tnv VB 0 VS2","SOC",1000,0.0521920668058455,4,"global_oceans"
"159","0 0 1 0 0 1","0 0 tnv 0 0 VS2","PSW",7659,0.052629408975654,2,"global_oceans"
"160","1 1 1 0 0 0","tv DVF tnv 0 0 0","ANW",8330,0.0527155134225215,3,"global_oceans"
"161","1 1 1 1 0 0","tv DVF tnv VB 0 0","ANW",8357,0.0528863800326545,4,"global_oceans"
"162","1 0 0 0 0 0","tv 0 0 0 0 0","IOS",8350,0.0531945391186907,1,"global_oceans"
"163","1 0 1 1 0 0","tv 0 tnv VB 0 0","ION",10094,0.0533008057958158,3,"global_oceans"
"164","0 1 1 0 0 0","0 DVF tnv 0 0 0","PSW",7780,0.0534608698042288,2,"global_oceans"
"165","1 0 0 1 0 0","tv 0 0 VB 0 0","ASE",3857,0.0535248404107688,2,"global_oceans"
"166","0 0 1 1 0 1","0 0 tnv VB 0 VS2","PSW",7800,0.053598301346142,3,"global_oceans"
"167","0 1 1 0 1 1","0 DVF tnv 0 VS VS2","SOC",1029,0.053705636743215,4,"global_oceans"
"168","1 0 1 0 0 1","tv 0 tnv 0 0 VS2","SOC",1029,0.053705636743215,3,"global_oceans"
"169","1 0 1 1 0 1","tv 0 tnv VB 0 VS2","SOC",1030,0.0537578288100209,4,"global_oceans"
"170","0 1 1 1 1 1","0 DVF tnv VB VS VS2","SOC",1032,0.0538622129436326,5,"global_oceans"
"171","0 1 1 1 0 0","0 DVF tnv VB 0 0","PSW",7922,0.0544366337518124,3,"global_oceans"
"172","1 0 1 0 1 0","tv 0 tnv 0 VS 0","RED",8099,0.0544562111279207,3,"global_oceans"
"173","1 0 0 0 0 0","tv 0 0 0 0 0","PSE",17208,0.0549128982126503,1,"global_oceans"
"174","1 0 1 0 1 1","tv 0 tnv 0 VS VS2","SOC",1058,0.0552192066805845,4,"global_oceans"
"175","1 1 1 0 1 0","tv DVF tnv 0 VS 0","ANW",8726,0.0552215570378058,4,"global_oceans"
"176","1 0 0 1 0 0","tv 0 0 VB 0 0","IOS",8669,0.0552267616311293,2,"global_oceans"
"177","1 0 1 0 0 1","tv 0 tnv 0 0 VS2","ANW",8742,0.0553228113252921,3,"global_oceans"
"178","1 0 1 1 1 0","tv 0 tnv VB VS 0","RED",8228,0.0553235837955959,4,"global_oceans"
"179","1 0 1 1 1 1","tv 0 tnv VB VS VS2","SOC",1060,0.0553235908141962,5,"global_oceans"
"180","1 1 1 1 1 0","tv DVF tnv VB VS 0","ANW",8745,0.0553417965041957,5,"global_oceans"
"181","1 0 1 1 0 1","tv 0 tnv VB 0 VS2","ANW",8752,0.055386095254971,4,"global_oceans"
"182","1 0 1 0 1 1","tv 0 tnv 0 VS VS2","ANW",8894,0.0562847270564113,4,"global_oceans"
"183","1 0 1 1 1 1","tv 0 tnv VB VS VS2","ANW",8903,0.0563416825931223,5,"global_oceans"
"184","0 1 1 0 0 1","0 DVF tnv 0 0 VS2","ANW",8927,0.0564935640243516,3,"global_oceans"
"185","0 1 1 1 0 1","0 DVF tnv VB 0 VS2","ANW",8950,0.0566391170626131,4,"global_oceans"
"186","1 0 0 1 0 0","tv 0 0 VB 0 0","PSE",17802,0.0568084271258484,2,"global_oceans"
"187","0 1 1 0 1 0","0 DVF tnv 0 VS 0","PSW",8275,0.0568623004665801,3,"global_oceans"
"188","0 1 1 0 1 1","0 DVF tnv 0 VS VS2","ANW",9140,0.0578415117265122,4,"global_oceans"
"189","0 1 1 1 1 0","0 DVF tnv VB VS 0","PSW",8421,0.0578655507225463,4,"global_oceans"
"190","0 1 1 1 1 1","0 DVF tnv VB VS VS2","ANW",9156,0.0579427660139984,5,"global_oceans"
"191","0 0 1 0 0 1","0 0 tnv 0 0 VS2","ANE",10338,0.058231755401843,2,"global_oceans"
"192","0 0 1 0 1 1","0 0 tnv 0 VS VS2","PSW",8502,0.0584221484672947,3,"global_oceans"
"193","0 1 1 0 0 0","0 DVF tnv 0 0 0","ANE",10445,0.0588344636459906,2,"global_oceans"
"194","1 0 0 0 0 0","tv 0 0 0 0 0","ASW",6454,0.0590144747309419,1,"global_oceans"
"195","0 0 1 1 0 1","0 0 tnv VB 0 VS2","ANE",10498,0.0591330013744001,3,"global_oceans"
"196","0 0 1 1 1 1","0 0 tnv VB VS VS2","PSW",8606,0.0591367924852433,4,"global_oceans"
"197","0 1 1 1 0 0","0 DVF tnv VB 0 0","ANE",10602,0.0597188112565622,3,"global_oceans"
"198","1 0 1 0 1 0","tv 0 tnv 0 VS 0","ASW",6571,0.0600843063924728,3,"global_oceans"
"199","0 0 1 0 0 1","0 0 tnv 0 0 VS2","IOS",9472,0.0603423562314058,2,"global_oceans"
"200","1 0 1 0 1 0","tv 0 tnv 0 VS 0","MED",10860,0.0607998029324988,3,"global_oceans"
"201","1 0 0 1 0 0","tv 0 0 VB 0 0","ASW",6692,0.0611907134954235,2,"global_oceans"
"202","1 0 1 1 1 0","tv 0 tnv VB VS 0","ASW",6705,0.061309583680038,4,"global_oceans"
"203","0 0 1 1 0 1","0 0 tnv VB 0 VS2","IOS",9624,0.0613106879614706,3,"global_oceans"
"204","0 1 1 0 1 0","0 DVF tnv 0 VS 0","ANE",10950,0.0616790212468738,3,"global_oceans"
"205","1 0 1 1 1 0","tv 0 tnv VB VS 0","MED",11131,0.0623169987515326,4,"global_oceans"
"206","0 1 1 1 1 0","0 DVF tnv VB VS 0","ANE",11110,0.0625802672194309,4,"global_oceans"
"207","1 1 1 0 0 1","tv DVF tnv 0 0 VS2","SOC",1203,0.0627870563674321,4,"global_oceans"
"208","1 1 1 1 0 1","tv DVF tnv VB 0 VS2","SOC",1204,0.062839248434238,5,"global_oceans"
"209","1 0 0 0 0 0","tv 0 0 0 0 0","MED",11341,0.0634926855485699,1,"global_oceans"
"210","0 0 1 0 0 1","0 0 tnv 0 0 VS2","RED",9518,0.0639973104723483,2,"global_oceans"
"211","0 0 1 0 1 1","0 0 tnv 0 VS VS2","ANE",11379,0.0640954870107924,3,"global_oceans"
"212","1 1 1 0 1 1","tv DVF tnv 0 VS VS2","SOC",1230,0.06419624217119,5,"global_oceans"
"213","1 1 1 1 1 1","tv DVF tnv VB VS VS2","SOC",1231,0.0642484342379958,6,"global_oceans"
"214","0 0 0 0 0 1","0 0 0 0 0 VS2","SOC",1234,0.0644050104384134,1,"global_oceans"
"215","0 1 0 0 0 0","0 DVF 0 0 0 0","SOC",1240,0.0647181628392484,1,"global_oceans"
"216","0 0 1 1 1 1","0 0 tnv VB VS VS2","ANE",11490,0.0647207264042539,4,"global_oceans"
"217","0 0 1 1 0 1","0 0 tnv VB 0 VS2","RED",9661,0.0649588166078332,3,"global_oceans"
"218","0 0 0 1 0 1","0 0 0 VB 0 VS2","SOC",1245,0.0649791231732777,2,"global_oceans"
"219","0 1 0 1 0 0","0 DVF 0 VB 0 0","SOC",1250,0.0652400835073069,2,"global_oceans"
"220","0 0 1 0 1 1","0 0 tnv 0 VS VS2","IOS",10281,0.0654961744526059,3,"global_oceans"
"221","0 0 0 0 0 1","0 0 0 0 0 VS2","ANW",10381,0.0656950473996633,1,"global_oceans"
"222","1 0 0 0 1 0","tv 0 0 0 VS 0","PSW",9571,0.0657678643825544,2,"global_oceans"
"223","0 1 1 0 0 0","0 DVF tnv 0 0 0","IOS",10371,0.06606952876646,2,"global_oceans"
"224","1 0 0 1 0 0","tv 0 0 VB 0 0","MED",11802,0.0660735979934945,2,"global_oceans"
"225","0 0 0 1 0 1","0 0 0 VB 0 VS2","ANW",10459,0.0661886620511587,2,"global_oceans"
"226","0 0 1 1 1 1","0 0 tnv VB VS VS2","IOS",10395,0.0662224232501545,4,"global_oceans"
"227","0 1 1 1 0 0","0 DVF tnv VB 0 0","IOS",10492,0.0668403717884195,3,"global_oceans"
"228","0 1 1 0 0 0","0 DVF tnv 0 0 0","PSE",20953,0.066863665518925,2,"global_oceans"
"229","1 0 0 1 1 0","tv 0 0 VB VS 0","PSW",9733,0.0668810598720512,3,"global_oceans"
"230","1 1 1 0 0 1","tv DVF tnv 0 0 VS2","ANW",10630,0.0672708172486679,4,"global_oceans"
"231","1 1 1 1 0 1","tv DVF tnv VB 0 VS2","ANW",10635,0.0673024592135073,5,"global_oceans"
"232","0 1 0 0 1 0","0 DVF 0 0 VS 0","SOC",1292,0.0674321503131524,2,"global_oceans"
"233","0 1 1 1 0 0","0 DVF tnv VB 0 0","PSE",21209,0.0676805938047478,3,"global_oceans"
"234","0 1 0 1 1 0","0 DVF 0 VB VS 0","SOC",1301,0.067901878914405,3,"global_oceans"
"235","1 1 1 0 1 1","tv DVF tnv 0 VS VS2","ANW",10739,0.0679606120821679,5,"global_oceans"
"236","1 1 1 1 1 1","tv DVF tnv VB VS VS2","ANW",10744,0.0679922540470073,6,"global_oceans"
"237","0 0 1 0 0 1","0 0 tnv 0 0 VS2","PSE",21521,0.0686762251530943,2,"global_oceans"
"238","0 1 1 0 1 0","0 DVF tnv 0 VS 0","IOS",10862,0.0691974950787088,3,"global_oceans"
"239","0 0 1 1 0 1","0 0 tnv VB 0 VS2","PSE",21832,0.0696686653753243,3,"global_oceans"
"240","1 0 1 0 1 0","tv 0 tnv 0 VS 0","PON",13659,0.0696926868344652,3,"global_oceans"
"241","1 0 0 0 1 0","tv 0 0 0 VS 0","ASE",5035,0.069872328615043,2,"global_oceans"
"242","0 0 0 0 1 1","0 0 0 0 VS VS2","SOC",1339,0.0698851774530271,2,"global_oceans"
"243","0 1 1 1 1 0","0 DVF tnv VB VS 0","IOS",10976,0.0699237438762574,4,"global_oceans"
"244","0 0 0 1 1 1","0 0 0 VB VS VS2","SOC",1346,0.070250521920668,3,"global_oceans"
"245","0 1 1 0 1 0","0 DVF tnv 0 VS 0","PSE",22066,0.0704153888865842,3,"global_oceans"
"246","1 0 0 0 1 0","tv 0 0 0 VS 0","ANE",12537,0.0706182547371741,2,"global_oceans"
"247","1 0 0 0 0 0","tv 0 0 0 0 0","PON",13848,0.0706570266698641,1,"global_oceans"
"248","0 0 1 0 1 1","0 0 tnv 0 VS VS2","RED",10531,0.0708085392502942,3,"global_oceans"
"249","1 0 0 1 1 0","tv 0 0 VB VS 0","ASE",5109,0.0708992506244796,3,"global_oceans"
"250","0 0 0 0 1 1","0 0 0 0 VS VS2","ANW",11241,0.0711374653520485,2,"global_oceans"
"251","0 1 1 1 1 0","0 DVF tnv VB VS 0","PSE",22321,0.0712291260462905,4,"global_oceans"
"252","1 0 1 1 1 0","tv 0 tnv VB VS 0","PON",13965,0.0712539989489206,4,"global_oceans"
"253","0 0 1 1 1 1","0 0 tnv VB VS VS2","RED",10614,0.0713666162380232,4,"global_oceans"
"254","0 0 0 1 1 1","0 0 0 VB VS VS2","ANW",11289,0.0714412282145072,3,"global_oceans"
